State,City,Station,Last_Update,Latitude,Longitude,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,NO2_Min,NO2_Max,NO2_Avg,NH3_Min,NH3_Max,NH3_Avg,AQI_Value,AQI_Predominant
Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",20-11-2023 12:00:00,19.296481,72.840923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",20-11-2023 12:00:00,19.053536,72.84643,97,214,146,102,142,117,1,61,24,42,54,45,7,17,8,31,60,47,3,3,3,146,PM2.5
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",20-11-2023 12:00:00,19.065931,72.862131,71,168,107,70,165,107,4,14,6,31,110,57,1,64,11,29,92,61,15,58,25,107,PM10
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",20-11-2023 12:00:00,19.23241,72.86895,69,196,115,152,161,155,,,,1,22,10,1,3,2,57,123,96,6,9,7,155,PM10
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",20-11-2023 12:00:00,19.2243333,72.8658113,24,126,60,36,128,71,4,6,5,,,,14,85,26,5,21,9,1,1,1,71,PM10
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",20-11-2023 12:00:00,18.9767,72.8380,63,179,104,50,254,108,3,21,8,6,92,36,1,97,16,22,102,58,1,41,14,108,PM10
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",20-11-2023 12:00:00,19.11074,72.86084,49,81,66,71,115,96,1,33,14,22,100,43,16,28,24,46,148,87,5,41,14,96,PM10
Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",20-11-2023 12:00:00,19.0364585,72.8954371,NA,NA,NA,NA,NA,NA,6,41,12,34,36,36,2,75,15,30,74,54,2,3,2,,
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20-11-2023 12:00:00,19.10078,72.87462,36,68,52,86,141,115,3,3,3,56,110,89,1,18,5,NA,NA,NA,5,10,6,115,PM10
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",20-11-2023 12:00:00,18.910000,72.820000,44,92,56,56,110,71,12,21,18,35,64,41,8,16,13,53,95,65,2,3,2,71,PM10
Maharashtra,Mumbai,"Deonar, Mumbai - IITM",20-11-2023 12:00:00,19.04946,72.9230,80,234,118,86,156,109,1,19,8,54,92,81,2,154,24,16,30,23,2,3,2,118,PM2.5
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",20-11-2023 12:00:00,19.083694,72.920967,56,192,95,68,109,85,1,7,3,8,40,21,1,42,12,26,38,32,NA,NA,NA,95,PM2.5
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",20-11-2023 12:00:00,19.205800,72.868200,47,140,86,74,167,122,8,17,11,40,103,56,9,74,15,41,103,75,5,9,6,122,PM10
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",20-11-2023 12:00:00,19.215859,72.831718,67,135,100,122,176,144,6,13,10,16,85,31,1,64,13,18,81,41,1,3,1,144,PM10
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",20-11-2023 12:00:00,19.0632143,72.8456324,85,224,142,89,144,119,35,68,47,16,107,55,1,60,3,11,71,44,6,9,8,142,PM2.5
Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",20-11-2023 12:00:00,19.1653323,72.922099,44,199,79,50,155,92,4,12,7,54,71,63,32,41,32,2,5,3,1,4,1,92,PM10
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",20-11-2023 12:00:00,19.0863,72.8888,55,99,73,80,167,119,32,32,32,21,56,35,34,39,36,15,38,27,3,5,4,119,PM10
Maharashtra,Mumbai,"Malad West, Mumbai - IITM",20-11-2023 12:00:00,19.19709,72.82204,76,215,120,77,142,104,1,10,5,30,54,37,1,38,7,,,,,,,120,PM2.5
Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",20-11-2023 12:00:00,18.96702,72.84214,76,146,111,96,139,119,5,11,8,28,56,42,3,83,10,36,109,76,5,10,7,119,PM10
Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",20-11-2023 12:00:00,19.1878657,72.8304069,45,90,59,57,120,79,6,20,11,18,50,34,2,67,11,1,78,36,7,9,8,79,PM10
Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",20-11-2023 12:00:00,19.1750,72.9419,44,212,111,56,127,89,14,14,14,73,99,95,8,8,8,23,26,24,9,10,10,111,PM2.5
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",20-11-2023 12:00:00,18.897756,72.813320,52,144,75,51,118,68,8,26,15,8,46,20,2,92,33,16,34,24,12,16,14,75,PM2.5
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",20-11-2023 12:00:00,19.137500,72.915056,34,71,57,49,119,87,63,68,65,30,48,39,23,58,26,20,36,25,1,2,1,87,PM10
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",20-11-2023 12:00:00,19.060498,72.923356,92,222,149,106,185,146,3,23,13,10,67,17,6,190,34,35,98,70,3,6,5,149,PM2.5
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",20-11-2023 12:00:00,19.000083,72.813993,48,152,75,41,108,67,,,,94,102,98,12,93,27,32,129,42,4,10,6,98,CO
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",20-11-2023 12:00:00,19.047000,72.874600,45,98,66,69,156,96,23,26,25,17,71,38,10,29,12,87,227,133,1,9,3,133,NO2
Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",20-11-2023 12:00:00,19.383200,72.820400,56,230,130,76,232,143,18,19,18,50,113,68,11,98,25,26,28,27,4,4,4,143,PM10
Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",20-11-2023 12:00:00,19.10861,72.83622,56,103,74,68,125,96,11,15,13,,,,4,5,4,3,36,17,2,11,7,96,PM10
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",20-11-2023 12:00:00,18.9936162,72.8128113,50,89,63,72,135,92,9,11,10,40,42,40,5,10,6,21,22,21,1,1,1,92,PM10
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",20-11-2023 12:00:00,21.121801,79.04952,85,298,156,93,164,114,14,85,29,10,104,21,2,128,50,13,81,32,5,9,7,156,PM2.5
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",20-11-2023 12:00:00,21.14472,79.107595,29,321,152,98,218,146,17,61,31,28,122,39,9,97,43,12,79,36,4,8,5,152,PM2.5
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",20-11-2023 12:00:00,21.152875,79.0517531,78,272,158,82,150,117,1,59,18,16,109,25,2,95,29,6,128,47,3,6,4,158,PM2.5
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",20-11-2023 12:00:00,21.143383,79.048912,79,273,125,96,224,128,8,49,19,14,104,24,2,70,29,10,85,27,4,9,7,128,PM10
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",20-11-2023 12:00:00,19.173852,77.296291,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,46,40,38,98,46,NA,NA,NA,NA,NA,NA,,
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20-11-2023 12:00:00,20.0073285,73.7762427,78,203,125,20,156,96,1,19,4,18,18,18,12,76,34,6,10,8,,,,125,PM2.5
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",20-11-2023 12:00:00,20.021503,73.813844,68,173,111,73,131,103,1,19,4,22,62,28,1,66,3,14,75,26,4,6,5,111,PM2.5
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",20-11-2023 12:00:00,19.950220,73.731480,162,240,204,139,206,170,6,19,11,24,41,29,5,66,23,16,57,31,3,4,4,204,PM2.5
Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",20-11-2023 12:00:00,19.9591346,73.7788008,69,114,91,69,160,115,8,32,16,34,82,38,8,92,27,5,87,24,7,8,7,115,PM10
Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.090337,73.014232,37,66,52,34,195,78,11,31,22,23,100,32,1,293,32,29,123,65,6,6,6,78,PM10
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.1135051,73.008978,32,204,67,56,456,146,26,26,26,50,92,57,8,79,22,37,38,38,3,3,3,146,PM10
Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.008751,73.016620,51,97,71,70,121,95,9,9,9,74,101,88,,,,39,54,45,1,2,1,95,PM10
Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.0575752,73.0151367,54,85,66,60,99,81,7,87,30,10,52,20,7,187,35,44,44,44,11,21,14,81,PM10
Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.02579,73.10297,79,236,102,82,159,113,7,21,13,20,90,30,1,117,5,33,122,75,NA,NA,NA,113,PM10
Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.0630,73.1209,115,192,144,64,99,80,52,108,78,18,38,33,1,168,11,46,78,55,3,6,4,144,PM2.5
Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",20-11-2023 12:00:00,19.265594,76.761463,58,95,76,82,141,109,36,60,43,30,99,45,20,79,43,10,44,20,4,4,4,109,PM10
Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.63673,73.82487,70,134,91,71,111,90,2,13,6,24,66,45,10,167,31,13,34,20,4,5,4,91,PM2.5
Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.59051,73.77946,116,221,171,109,145,129,5,13,8,32,67,56,4,176,24,41,99,72,9,15,11,171,PM2.5
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.616318,73.765797,98,177,144,93,121,110,2,9,5,28,66,45,15,199,39,36,129,90,3,14,7,144,PM2.5
Maharashtra,Pune,"Alandi, Pune - IITM",20-11-2023 12:00:00,18.675076,73.892743,84,272,178,82,150,121,,,,34,67,43,1,35,7,16,29,21,,,,178,PM2.5
Maharashtra,Pune,"Bhosari, Pune - IITM",20-11-2023 12:00:00,18.640051,73.848956,43,87,69,59,111,92,,,,40,46,44,5,61,20,16,19,18,,,,92,PM10
Maharashtra,Pune,"Karve Road, Pune - MPCB",20-11-2023 12:00:00,18.5011743,73.8165527,30,51,47,46,77,71,9,14,13,12,20,18,5,9,8,2,2,2,,,,71,PM10
Maharashtra,Pune,"Mhada Colony, Pune - IITM",20-11-2023 12:00:00,18.573040,73.927715,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",20-11-2023 12:00:00,18.530085,73.849598,138,300,223,103,152,128,112,133,126,100,113,106,6,24,8,138,225,191,19,30,26,223,PM2.5
Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",20-11-2023 12:00:00,18.547056,73.826908,67,204,140,90,173,140,2,4,3,16,80,38,1,175,24,6,24,13,1,4,2,140,PM10
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",20-11-2023 12:00:00, 16.5038,74.3623,6,167,104,94,103,103,2,6,4,18,105,35,76,76,76,10,85,28,1,5,3,104,PM2.5
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",20-11-2023 12:00:00,17.6336264,75.9132495,111,327,240,64,401,145,1,3,2,16,38,21,24,69,37,13,92,30,14,53,21,240,PM2.5
Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",20-11-2023 12:00:00,17.65439,75.90649,56,80,71,81,111,96,7,12,8,6,89,21,10,64,38,13,103,30,11,15,12,96,PM10
Maharashtra,Solapur,"Solapur, Solapur - MPCB",20-11-2023 12:00:00,17.6599188,75.9063906,29,48,44,67,107,99,39,48,45,,,,34,55,35,49,58,56,,,,99,PM10
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",20-11-2023 12:00:00,19.26777,72.97182,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,16,56,67,56,NA,NA,NA,NA,NA,NA,,
Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",20-11-2023 12:00:00,19.192056,72.9585188,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",20-11-2023 12:00:00,19.222279,72.957979,9,105,73,71,189,149,7,39,17,6,42,22,18,126,39,9,51,26,9,14,11,149,PM10
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",20-11-2023 12:00:00,19.235581,73.159121,150,258,199,128,195,149,18,54,30,26,116,32,4,183,23,20,91,47,3,3,3,199,PM2.5
Maharashtra,Virar,"Bolinj, Virar - MPCB",20-11-2023 12:00:00,19.4458210,72.7988231,40,107,79,43,172,92,5,15,9,12,107,49,3,61,22,6,58,21,4,11,5,92,PM10
Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",20-11-2023 12:00:00,24.8207389,93.9423085,2,33,10,6,62,20,74,77,75,6,6,6,,,,7,8,8,2,2,2,75,SO2
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",20-11-2023 12:00:00,25.5803419,91.8942571,11,217,62,18,203,92,24,27,25,13,88,28,5,22,16,8,43,20,2,4,3,92,PM10
Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",20-11-2023 12:00:00,25.5586,91.8985,3,32,20,4,25,16,15,21,17,5,18,9,1,1,1,6,6,6,1,1,1,20,PM2.5
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",20-11-2023 12:00:00,23.7176342,92.7192841,NA,NA,NA,NA,NA,NA,1,1,1,8,16,11,1,4,2,NA,NA,NA,NA,NA,NA,,
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",20-11-2023 12:00:00,25.6635413,94.0989878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Odisha,Angul,"Hakimapada, Angul - OSPCB",20-11-2023 12:00:00,20.832874,85.104082,52,433,118,79,335,129,11,124,46,16,100,51,4,125,28,NA,NA,NA,NA,NA,NA,129,PM10
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",20-11-2023 12:00:00,21.51161,86.89088,37,312,102,45,304,115,14,32,20,18,71,32,5,82,32,4,51,13,2,6,4,115,PM10
Odisha,Barbil,"Forest Office, Barbil - OSPCB",20-11-2023 12:00:00,22.1166054,85.3945546,32,467,117,59,460,154,9,70,21,6,134,84,3,120,25,6,32,11,3,8,4,154,PM10
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",20-11-2023 12:00:00,21.941841,86.728318,49,85,68,53,88,71,4,5,4,27,36,30,11,35,14,,,,,,,71,PM10
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20-11-2023 12:00:00,20.240790,85.836784,43,183,95,73,155,103,8,39,16,56,84,68,24,114,53,7,48,21,2,4,3,103,PM10
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20-11-2023 12:00:00,20.34652,85.81630,42,190,78,65,127,90,7,56,14,20,40,24,22,106,47,5,26,15,3,5,4,90,PM10
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",20-11-2023 12:00:00,22.06156703,85.47409613,67,159,93,117,404,162,25,33,29,13,24,18,10,19,11,4,8,6,11,11,11,162,PM10
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",20-11-2023 12:00:00,21.8004996,83.8396977,8,86,38,10,113,53,33,33,33,22,82,51,1,3,1,NA,NA,NA,NA,NA,NA,53,PM10
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",20-11-2023 12:00:00,20.94185,86.11510,28,127,62,39,114,68,2,11,4,59,102,93,13,97,40,8,25,13,1,2,2,93,CO
Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20-11-2023 12:00:00,20.48891     ,85.84768     ,48,117,76,62,131,96,4,41,10,28,55,37,12,62,23,11,38,22,2,4,2,96,PM10
Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",20-11-2023 12:00:00,21.643900,85.599355,44,88,69,61,115,87,9,11,10,12,78,36,3,16,6,26,71,47,10,15,12,87,PM10
Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",20-11-2023 12:00:00,21.847279,85.416905,39,76,59,70,123,95,3,6,4,13,18,16,1,19,4,28,71,45,3,16,7,95,PM10
Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",20-11-2023 12:00:00,22.265816,86.174829,40,128,71,54,103,74,6,13,9,12,48,19,29,116,47,7,8,7,3,3,3,74,PM10
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",20-11-2023 12:00:00,22.220833,84.809444,29,186,80,35,415,98,1,4,2,17,102,41,5,42,13,20,46,26,3,6,5,98,PM10
Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",20-11-2023 12:00:00,22.24500000,84.88111111,NA,NA,NA,,,,,,,17,17,17,,,,NA,NA,NA,,,,,
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",20-11-2023 12:00:00,21.606865,85.510538,48,93,64,58,120,86,1,38,6,18,42,36,,,,40,71,48,1,5,4,86,PM10
Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20-11-2023 12:00:00,20.9360711,85.1707021,26,318,128,29,211,116,19,44,25,4,44,28,1,23,12,53,72,61,6,7,6,128,PM2.5
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",20-11-2023 12:00:00,21.869985,85.167016,24,65,39,55,108,78,12,19,14,14,31,22,1,23,6,35,93,51,5,8,6,78,PM10
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",20-11-2023 12:00:00,11.9309,79.8027,5,48,23,23,43,32,1,7,5,16,27,19,7,39,18,8,26,14,1,2,2,32,PM10
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",20-11-2023 12:00:00,31.620000,74.876512,172,304,261,123,168,151,10,13,12,16,21,19,48,61,54,37,41,39,2,2,2,261,PM2.5
Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",20-11-2023 12:00:00,30.233011,74.907758,160,355,278,121,288,190,2,42,18,6,76,26,,,,30,32,31,,,,278,PM2.5
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",20-11-2023 12:00:00,31.321907,75.578914,152,319,226,124,293,144,13,38,20,25,104,55,14,64,24,37,44,41,9,11,10,226,PM2.5
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",20-11-2023 12:00:00,30.736056 ,76.209694,90,225,154,120,406,155,10,49,21,44,51,48,6,76,13,35,38,36,16,17,16,155,PM10
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",20-11-2023 12:00:00,30.9028,75.8086,70,311,215,98,241,153,7,53,14,62,111,93,6,59,10,28,59,38,5,16,10,215,PM2.5
Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",20-11-2023 12:00:00,30.649961,76.331442,92,281,190,90,156,127,5,29,16,18,41,35,39,41,40,38,39,39,5,5,5,190,PM2.5
Punjab,Patiala,"Model Town, Patiala - PPCB",20-11-2023 12:00:00,30.349388,76.366642,89,275,187,103,175,143,1,45,16,18,62,36,33,53,35,36,49,44,7,8,7,187,PM2.5
Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",20-11-2023 12:00:00,31.0325454,76.5623046,91,268,157,71,460,236,3,6,4,41,101,61,,,,,,,,,,236,PM10
Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",20-11-2023 12:00:00,26.470859,74.646594,89,253,151,97,182,133,14,17,15,16,70,31,6,78,21,18,82,39,15,22,18,151,PM2.5
Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",20-11-2023 12:00:00,27.554793,76.611536,84,216,114,79,155,102,10,47,30,32,105,69,8,63,16,48,72,59,7,12,9,114,PM2.5
Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",20-11-2023 12:00:00,23.555190,74.440010,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,105,56,11,175,97,NA,NA,NA,,,,,
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",20-11-2023 12:00:00,25.106006,76.469948,154,332,241,120,199,151,7,40,13,30,48,40,29,185,48,21,44,32,7,9,8,241,PM2.5
Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",20-11-2023 12:00:00,25.747299,71.393989,NA,NA,NA,109,227,133,3,15,7,22,112,27,13,180,178,8,119,22,7,11,8,178,OZONE
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",20-11-2023 12:00:00,27.215415,77.50873,89,363,224,101,400,178,4,11,7,63,128,107,21,29,22,94,140,117,22,60,30,224,PM2.5
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",20-11-2023 12:00:00,25.339605,74.618883,183,342,268,108,222,145,1,19,8,36,104,49,13,142,52,20,126,42,6,13,8,268,PM2.5
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",20-11-2023 12:00:00,28.194909,76.862296,184,368,299,150,414,283,1,40,21,22,66,41,8,72,19,13,43,19,2,14,11,299,PM2.5
Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",20-11-2023 12:00:00,28.018792,73.292658,149,500,336,126,500,306,4,15,8,40,129,85,10,133,41,21,81,41,6,9,8,336,PM2.5
Rajasthan,Bundi,"New Colony, Bundi - RSPCB",20-11-2023 12:00:00,25.435774,75.644272,187,324,257,127,483,199,4,33,8,30,114,39,5,204,87,7,138,30,6,6,6,257,PM2.5
Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",20-11-2023 12:00:00,24.892047,74.623527,91,348,244,108,489,195,2,108,18,52,118,90,6,98,30,23,124,64,4,12,7,244,PM2.5
Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",20-11-2023 12:00:00,28.296139,74.961696,121,382,270,102,352,171,10,23,16,28,88,59,4,201,54,17,97,45,8,13,10,270,PM2.5
Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",20-11-2023 12:00:00,26.895552,76.334753,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,90,80,72,170,91,NA,NA,NA,NA,NA,NA,,
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",20-11-2023 12:00:00,26.699557,77.898881,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,63,56,126,197,167,NA,NA,NA,NA,NA,NA,,
Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",20-11-2023 12:00:00,23.837789,73.714926,243,362,312,115,191,140,3,10,5,36,70,41,12,54,27,19,33,25,9,10,10,312,PM2.5
Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",20-11-2023 12:00:00,29.610750,74.283608,233,500,394,187,500,389,10,16,12,45,108,83,7,51,13,15,32,22,12,16,13,394,PM2.5
Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",20-11-2023 12:00:00,26.902909,75.836858,142,302,227,107,158,124,14,19,16,32,101,47,13,153,95,25,189,64,4,31,10,227,PM2.5
Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",20-11-2023 12:00:00,26.843698,75.766894,98,317,192,109,397,180,3,6,4,33,140,87,4,127,75,13,153,42,7,14,8,192,PM2.5
Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",20-11-2023 12:00:00,26.9164092,75.7994901,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,108,54,11,148,88,NA,NA,NA,NA,NA,NA,,
Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",20-11-2023 12:00:00,26.786682,75.827928,87,311,206,84,219,142,8,13,10,28,111,45,77,104,80,14,179,59,8,27,15,206,PM2.5
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",20-11-2023 12:00:00,26.960669,75.771817,91,332,168,107,231,141,11,27,14,27,110,47,15,225,165,2,62,22,1,4,3,168,PM2.5
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",20-11-2023 12:00:00,26.9502929,75.730943,187,324,257,142,246,167,12,22,16,8,130,43,14,197,146,17,178,50,7,44,14,257,PM2.5
Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",20-11-2023 12:00:00,26.912329,70.909168,101,320,210,134,291,184,5,12,8,16,56,40,76,232,105,12,49,25,4,7,5,210,PM2.5
Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",20-11-2023 12:00:00,25.344694,72.626208,150,325,235,118,395,207,6,15,9,40,149,56,18,214,81,16,158,65,6,12,10,235,PM2.5
Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",20-11-2023 12:00:00,24.588397,76.172782,158,348,262,113,268,162,4,11,7,32,104,45,6,132,66,11,106,35,6,8,7,262,PM2.5
Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",20-11-2023 12:00:00,28.108988,75.386577,57,334,204,65,225,149,3,8,6,22,90,71,2,208,151,20,142,76,1,5,3,204,PM2.5
Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",20-11-2023 12:00:00,26.268249,73.0193853,84,325,240,143,249,181,2,32,18,24,92,70,48,195,75,NA,NA,NA,,,,240,PM2.5
Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",20-11-2023 12:00:00,26.295810,73.082283,100,261,192,160,234,196,6,73,8,24,84,39,8,175,59,12,143,48,4,7,5,196,PM10
Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",20-11-2023 12:00:00,26.215415,73.070156,87,301,168,87,326,161,5,17,10,20,74,36,13,224,67,8,111,41,7,13,10,168,PM2.5
