State,City,Station,Last_Update,Latitude,Longitude,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,NO2_Min,NO2_Max,NO2_Avg,NH3_Min,NH3_Max,NH3_Avg,AQI_Value,AQI_Predominant
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",20-11-2023 12:00:00,26.358805,73.047444,108,223,164,119,201,143,8,18,11,16,34,31,63,189,94,14,61,22,7,10,8,164,PM2.5
Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",20-11-2023 12:00:00,26.253384,72.976571,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,60,59,62,81,62,NA,NA,NA,NA,NA,NA,,
Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",20-11-2023 12:00:00,26.506177,77.025989,56,122,88,65,104,87,NA,NA,NA,44,96,54,10,39,20,24,93,43,4,9,7,88,PM2.5
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",20-11-2023 12:00:00,25.164090,75.858137,224,357,320,147,233,185,2,55,12,38,114,54,2,182,15,24,139,70,3,5,4,320,PM2.5
Rajasthan,Kota,"Nayapura, Kota - RSPCB",20-11-2023 12:00:00,25.196024,75.855668,227,359,303,134,282,163,11,18,15,34,108,60,1,184,37,30,142,73,10,16,12,303,PM2.5
Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",20-11-2023 12:00:00,25.14389,75.821256,309,423,357,177,281,214,9,52,18,6,86,49,21,128,57,36,231,109,7,10,8,357,PM2.5
Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",20-11-2023 12:00:00,27.213494,73.734444,139,317,213,122,332,179,4,11,7,42,75,51,49,96,63,20,62,31,11,16,13,213,PM2.5
Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",20-11-2023 12:00:00,25.771061, 73.340227,133,316,239,117,131,122,2,13,9,8,96,28,20,61,38,20,31,24,4,7,6,239,PM2.5
Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",20-11-2023 12:00:00,24.041198,74.780702,180,304,252,119,166,134,5,10,7,26,48,31,75,175,90,7,47,33,3,4,3,252,PM2.5
Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",20-11-2023 12:00:00,25.036360,73.883502,153,335,265,105,289,148,4,11,6,46,78,56,18,98,47,17,78,33,4,4,4,265,PM2.5
Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",20-11-2023 12:00:00,26.031443,76.359327,96,278,166,128,237,170,7,17,11,37,94,43,11,195,44,4,30,14,5,5,5,170,PM10
Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",20-11-2023 12:00:00,27.608912,75.153302,40,377,220,106,481,238,2,10,6,26,124,53,5,205,161,13,112,44,6,18,13,238,PM10
Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",20-11-2023 12:00:00,24.885261,72.857549,112,291,193,103,245,148,1,8,2,18,57,36,2,193,70,7,109,45,6,14,9,193,PM2.5
Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",20-11-2023 12:00:00,29.931624,73.864511,312,487,411,226,500,419,4,10,6,99,125,106,14,87,26,25,102,54,5,18,9,419,PM10
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",20-11-2023 12:00:00,26.159933,75.780517,253,449,342,141,500,266,5,12,7,12,125,87,2,142,36,19,151,59,1,62,7,342,PM2.5
Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",20-11-2023 12:00:00,24.5886166,73.6321397,186,335,266,104,293,187,8,19,14,5,125,43,13,91,35,43,131,79,4,12,6,266,PM2.5
Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20-11-2023 12:00:00,27.338530,88.614099,8,20,11,6,28,16,53,65,58,5,16,10,9,45,16,1,7,2,1,1,1,58,SO2
TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",20-11-2023 12:00:00,11.06825,79.07033,17,35,25,20,43,31,NA,NA,NA,,,,,,,11,19,16,,,,31,PM10
TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",20-11-2023 12:00:00,12.8777316,80.0834807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2023 12:00:00,12.9099161,80.1076538,53,116,68,51,90,61,12,15,14,44,46,45,16,37,17,28,76,45,8,9,8,68,PM2.5
TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",20-11-2023 12:00:00,13.0664,80.2112 ,16,48,34,18,83,53,2,60,15,,,,,,,11,28,20,2,4,3,53,PM10
TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",20-11-2023 12:00:00,13.218341,80.32027,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,4,4,4,,,,,,,,
TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",20-11-2023 12:00:00,13.1278,80.2642,7,39,20,18,88,41,5,37,16,10,98,38,5,6,6,9,30,15,4,6,5,41,PM10
TamilNadu,Chennai,"Manali, Chennai - CPCB",20-11-2023 12:00:00,13.164544,80.26285,8,38,29,22,53,35,2,14,6,5,105,24,9,19,12,8,15,13,2,4,3,35,PM10
TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",20-11-2023 12:00:00,12.9533,80.2357,3,65,30,21,78,45,1,6,3,3,46,34,,,,1,6,2,2,3,3,45,PM10
TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",20-11-2023 12:00:00,13.1036,80.2909,11,62,28,18,71,42,1,7,3,18,52,34,9,10,9,11,39,18,1,2,2,42,PM10
TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-11-2023 12:00:00,13.0052189,80.2398125,16,41,28,39,56,45,6,42,28,32,57,44,13,16,13,11,84,28,7,12,10,45,PM10
TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",20-11-2023 12:00:00,11.0328,77.0349,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,68,55,1,5,4,1,7,3,,,,,
TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",20-11-2023 12:00:00,11.6829898,79.7532099,19,65,37,23,78,44,15,17,16,6,6,6,,,,70,119,101,25,29,27,101,NO2
TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",20-11-2023 12:00:00,11.7637683,79.7499835,8,77,27,6,57,20,,,,,,,1,2,2,2,22,9,,,,27,PM2.5
TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",20-11-2023 12:00:00,13.4127,80.1081,22,307,121,44,158,110,9,26,15,,,,,,,4,14,8,4,5,5,121,PM2.5
TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",20-11-2023 12:00:00,12.746998,77.813811,32,74,47,36,85,53,5,6,5,6,7,6,4,4,4,7,12,9,1,1,1,53,PM10
TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",20-11-2023 12:00:00,11.4068288,76.7138973,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,18,4,5,4,NA,NA,NA,NA,NA,NA,,
TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",20-11-2023 12:00:00,9.36399,78.831977,1,36,15,NA,NA,NA,9,11,10,2,10,6,13,14,14,,,,1,1,1,15,PM2.5
TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",20-11-2023 12:00:00,11.679111,78.125052,31,161,70,25,103,60,80,81,80,31,34,32,3,4,3,7,11,9,1,1,1,80,SO2
TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",20-11-2023 12:00:00,8.816428 ,78.099039,,,,8,43,20,2,102,12,2,28,10,2,14,5,6,18,12,,,,20,PM10
TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",20-11-2023 12:00:00,12.909494,79.131861,30,86,48,37,80,50,14,15,14,18,20,20,1,2,1,3,11,6,1,1,1,50,PM10
Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",20-11-2023 12:00:00,17.540891,78.358528,45,110,74,42,103,72,6,16,9,14,49,26,37,40,39,15,45,27,1,2,2,74,PM2.5
Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",20-11-2023 12:00:00,17.460103,78.334361,25,54,39,51,75,61,1,16,7,30,64,45,3,4,3,4,55,24,1,9,4,61,PM10
Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",20-11-2023 12:00:00,17.470431,78.566959,54,55,54,58,69,62,4,16,9,9,43,22,10,85,23,7,9,7,6,9,9,62,PM10
Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",20-11-2023 12:00:00,17.518400,78.278777,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,77,81,77,NA,NA,NA,NA,NA,NA,,
Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",20-11-2023 12:00:00,17.5316895,78.218939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",20-11-2023 12:00:00,17.585705,78.126199,35,55,48,36,70,56,15,17,16,20,30,28,9,33,11,11,12,11,2,2,2,56,PM10
Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",20-11-2023 12:00:00,17.393559,78.339194,88,123,99,111,124,117,7,7,7,16,16,16,NA,NA,NA,7,7,7,1,1,1,117,PM10
Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",20-11-2023 12:00:00,17.544899,78.486949,43,65,51,41,57,46,2,9,4,6,57,20,3,47,21,11,11,11,4,4,4,51,PM2.5
Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",20-11-2023 12:00:00,17.429398,78.569354,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,18,18,24,18,,,,,,,,
Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",20-11-2023 12:00:00,17.37206,78.50864,23,45,33,54,64,58,8,10,8,14,110,29,4,32,13,20,30,24,3,3,3,58,PM10
Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",20-11-2023 12:00:00,17.528544,78.286195,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,100,50,10,49,36,NA,NA,NA,NA,NA,NA,,
Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",20-11-2023 12:00:00,17.4559458,78.4332152,63,112,85,,,,5,10,7,34,62,47,12,16,14,25,30,28,,,,85,PM2.5
Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",20-11-2023 12:00:00,17.417094,78.457437,42,82,61,67,85,75,9,15,12,9,32,16,6,34,14,19,29,23,6,8,7,75,PM10
Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",20-11-2023 12:00:00,17.349694,78.451437,42,94,70,58,126,96,1,4,2,36,84,42,15,23,17,25,40,33,1,1,1,96,PM10
Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",20-11-2023 12:00:00,23.8175497,91.2726974,31,234,104,52,146,103,17,18,17,24,80,37,1,11,1,3,15,9,1,2,2,104,PM2.5
Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",20-11-2023 12:00:00,27.23711,78.01936,43,100,72,61,128,100,25,26,26,16,24,20,,,,2,8,5,2,3,3,100,PM10
Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",20-11-2023 12:00:00,27.106972,78.000111,38,171,72,34,115,63,1,48,18,2,85,33,13,14,14,7,9,8,1,1,1,72,PM2.5
Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",20-11-2023 12:00:00,27.19865833,78.00598056,52,105,76,53,87,67,4,10,7,24,92,58,27,63,38,14,17,15,,,,76,PM2.5
Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",20-11-2023 12:00:00,27.19412,77.96237,46,152,78,69,148,100,9,13,11,10,32,18,3,10,4,9,24,16,3,5,4,100,PM10
Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",20-11-2023 12:00:00,27.169338,78.03582,41,102,63,46,309,96,11,13,12,10,28,19,1,7,1,9,13,10,5,6,5,96,PM10
Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",20-11-2023 12:00:00,27.19862,77.92066,70,171,104,89,147,114,11,14,12,9,19,15,NA,NA,NA,13,17,14,1,2,1,114,PM10
Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",20-11-2023 12:00:00,28.964949,77.278761,160,389,295,138,407,217,9,53,18,68,107,103,6,50,10,2,6,3,NA,NA,NA,295,PM2.5
Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",20-11-2023 12:00:00,28.359581,79.414455,65,194,123,67,130,102,33,35,34,33,49,42,1,12,5,24,42,29,NA,NA,NA,123,PM2.5
Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",20-11-2023 12:00:00,28.38910936,79.42963708,70,162,104,91,146,116,35,37,36,34,65,50,9,17,10,40,81,58,1,1,1,116,PM10
Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",20-11-2023 12:00:00,28.406963,77.849831,87,329,240,119,286,205,12,48,21,44,118,95,1,199,13,18,140,70,12,18,14,240,PM2.5
Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",20-11-2023 12:00:00,27.168897,78.376960,69,235,138,60,124,92,25,27,26,44,70,60,11,15,14,26,26,26,2,2,2,138,PM2.5
Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",20-11-2023 12:00:00,27.1594,78.3953,98,312,183,88,168,119,16,25,19,24,50,35,26,40,31,46,90,65,1,1,1,183,PM2.5
Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.646233,77.358075,131,395,308,149,452,329,9,36,16,6,68,23,18,210,210,96,170,129,8,18,12,329,PM10
Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.757294,77.278792,124,385,308,125,419,242,5,32,15,45,127,98,1,81,10,41,131,80,3,15,8,308,PM2.5
Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.685382,77.453839,128,404,286,118,355,197,6,37,22,10,124,75,3,154,19,57,296,148,10,15,13,286,PM2.5
Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",20-11-2023 12:00:00,28.6603346,77.3572563,134,368,297,115,369,223,1,122,46,5,127,47,14,24,15,15,140,84,1,17,9,297,PM2.5
Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",20-11-2023 12:00:00,26.730136,83.433859,24,243,119,33,144,98,46,47,47,23,55,50,2,17,4,2,3,2,2,2,2,119,PM2.5
Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",20-11-2023 12:00:00,28.47272,77.482000,109,361,261,108,278,187,6,20,11,2,122,75,14,152,26,11,86,45,5,10,7,261,PM2.5
Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",20-11-2023 12:00:00,28.557054,77.453663,105,499,328,102,473,327,4,15,10,NA,NA,NA,4,143,20,68,116,87,2,5,4,328,PM2.5
Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",20-11-2023 12:00:00,28.725645,77.749675,87,336,241,103,282,184,12,61,33,20,97,58,25,140,36,37,125,82,4,9,6,241,PM2.5
Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",20-11-2023 12:00:00,25.4547,78.6039,103,321,227,133,313,205,10,44,17,23,108,36,6,48,19,12,87,32,6,6,6,227,PM2.5
Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",20-11-2023 12:00:00,26.428282,80.327067,75,224,106,114,207,143,15,15,15,40,74,47,3,8,6,21,46,31,2,3,2,143,PM10
Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",20-11-2023 12:00:00,26.509954,80.249612,86,183,132,119,148,137,19,20,20,39,54,48,29,39,31,18,23,21,2,3,3,137,PM10
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",20-11-2023 12:00:00,26.4703136,80.3229863,78,245,129,80,159,109,3,25,10,17,110,45,2,157,29,13,104,40,,,,129,PM2.5
Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",20-11-2023 12:00:00,28.2348927,77.8683002,32,272,110,31,152,89,28,41,34,20,64,60,17,25,24,35,99,59,1,3,2,110,PM2.5
Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",20-11-2023 12:00:00,26.766433,80.927299,79,341,182,107,210,137,21,23,22,10,79,23,3,64,31,14,41,20,5,6,6,182,PM2.5
Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",20-11-2023 12:00:00,26.868120,81.005119,88,302,146,114,205,144,6,7,7,26,30,27,11,109,59,21,21,21,,,,146,PM2.5
Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",20-11-2023 12:00:00,26.906111,80.948222,125,378,241,108,230,143,6,14,10,34,122,55,1,64,19,4,27,15,3,18,12,241,PM2.5
Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",20-11-2023 12:00:00,26.90723,80.98579,136,346,202,103,182,121,21,22,22,23,57,33,74,87,78,12,22,16,2,2,2,202,PM2.5
Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",20-11-2023 12:00:00,26.8458805,80.9365541,156,362,250,132,259,167,2,65,10,14,129,101,2,68,20,13,122,45,15,25,17,250,PM2.5
Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",20-11-2023 12:00:00,26.83399722,80.8917361,51,348,179,88,428,189,2,19,10,10,98,49,2,80,12,28,54,38,15,35,20,189,PM10
Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",20-11-2023 12:00:00,28.999264,77.7590354,147,443,331,133,441,290,10,25,18,26,110,52,6,19,8,23,116,65,5,11,8,331,PM2.5
Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",20-11-2023 12:00:00,28.9535882,77.7622941,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",20-11-2023 12:00:00,29.063510,77.709723,192,397,327,139,421,262,4,10,6,36,100,56,1,8,4,,,,,,,327,PM2.5
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",20-11-2023 12:00:00,28.83526,78.74460,64,326,200,92,247,150,13,21,16,38,54,50,13,26,14,23,24,23,7,11,9,200,PM2.5
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",20-11-2023 12:00:00,28.840739,78.697531,65,260,145,68,142,101,6,22,11,,,,7,130,23,11,54,29,4,8,7,145,PM2.5
Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",20-11-2023 12:00:00,28.88528,78.73880,82,285,182,110,195,151,20,38,21,48,78,68,14,67,21,12,12,12,3,3,3,182,PM2.5
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",20-11-2023 12:00:00,28.856664,78.772638,59,249,147,104,208,156,100,116,107,54,90,70,8,13,9,21,41,30,5,5,5,156,PM10
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",20-11-2023 12:00:00,28.849399,78.742362,60,343,209,103,343,176,28,32,31,37,56,48,12,20,13,20,33,26,4,4,4,209,PM2.5
Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",20-11-2023 12:00:00,28.802625,78.753728,65,276,159,88,149,121,37,39,38,40,42,42,14,25,15,21,47,39,6,6,6,159,PM2.5
Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",20-11-2023 12:00:00,29.4723508,77.7194031,111,425,214,124,411,161,NA,NA,NA,4,101,16,6,91,12,24,76,48,5,8,7,214,PM2.5
Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",20-11-2023 12:00:00,28.5447608,77.3231257,123,418,306,116,462,293,19,125,49,18,136,129,11,154,154,61,260,157,7,12,9,306,PM2.5
Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",20-11-2023 12:00:00,28.6245479,77.3577104,167,398,303,129,405,246,,,,90,110,107,21,220,220,19,74,44,,,,303,PM2.5
Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",20-11-2023 12:00:00,28.5898,77.3101,107,377,284,103,318,197,14,92,26,1,120,104,4,214,63,28,233,140,10,15,13,284,PM2.5
Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",20-11-2023 12:00:00,28.569230,77.393848,194,495,362,128,479,335,19,40,23,18,130,95,7,83,15,15,174,79,8,13,10,362,PM2.5
Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",20-11-2023 12:00:00,25.425602,81.917152,100,249,170,116,229,159,30,31,30,30,74,38,1,26,3,6,6,6,12,20,15,170,PM2.5
Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",20-11-2023 12:00:00,25.494,81.863,96,307,232,86,158,123,15,21,18,48,74,61,9,27,12,12,12,12,6,7,7,232,PM2.5
Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",20-11-2023 12:00:00,25.44919916 ,81.82735986 ,88,208,150,103,157,133,31,64,47,24,99,35,2,11,6,14,14,14,6,13,9,150,PM2.5
Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",20-11-2023 12:00:00,25.3505986,82.9083074,37,95,70,39,107,81,12,26,17,,,,15,32,23,19,40,27,,,,81,PM10
Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",20-11-2023 12:00:00,25.301778,82.996789,24,72,55,36,106,76,17,18,18,33,113,69,1,7,1,11,11,11,2,2,2,76,PM10
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",20-11-2023 12:00:00,25.262326,82.995408,18,55,35,27,87,53,13,14,13,26,48,41,4,6,4,2,3,2,1,4,2,53,PM10
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",20-11-2023 12:00:00,25.32393,82.99687,31,102,68,35,110,75,28,36,31,34,114,67,4,8,4,1,2,2,1,1,1,75,PM10
Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",20-11-2023 12:00:00,27.5714090,77.6557570,61,211,116,75,159,117,32,34,32,54,95,81,24,25,25,2,3,3,2,4,2,117,PM10
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",20-11-2023 12:00:00,30.269444,78.044167,29,191,93,37,126,78,1,1,1,12,54,27,1,9,1,1,7,3,,,,93,PM2.5
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",20-11-2023 12:00:00,29.2124114,78.9611753,14,83,45,45,140,93,7,9,8,20,82,26,1,38,5,16,101,38,4,7,5,93,PM10
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",20-11-2023 12:00:00,30.075911,78.2859547,8,42,19,31,57,41,6,7,6,16,32,21,5,45,8,4,7,6,4,5,4,41,PM10
West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",20-11-2023 12:00:00,23.685297,86.945968,26,114,64,33,127,82,8,15,11,NA,NA,NA,7,58,22,22,59,40,9,12,11,82,PM10
West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",20-11-2023 12:00:00,23.5404352,87.2892225,15,101,48,24,131,64,25,37,33,7,48,35,2,26,7,21,33,26,4,6,5,64,PM10
West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",20-11-2023 12:00:00,22.06047,88.109737,32,74,48,48,123,83,8,20,12,26,71,36,21,64,29,16,49,26,3,5,4,83,PM10
West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",20-11-2023 12:00:00,22.629801,88.352017,29,98,64,46,124,89,13,17,17,6,42,15,11,62,22,7,16,11,2,2,2,89,PM10
West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",20-11-2023 12:00:00,22.611968,88.347422,55,257,148,69,158,113,7,8,7,5,88,33,5,15,6,24,101,44,5,14,8,148,PM2.5
West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",20-11-2023 12:00:00,22.5687319,88.2797276,31,95,63,53,114,88,8,35,12,24,90,49,6,47,15,22,47,36,6,10,8,88,PM10
West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",20-11-2023 12:00:00,22.5367507,88.3638022,29,188,84,51,139,84,4,10,6,6,102,18,8,78,29,17,106,54,5,8,6,84,PM10
West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",20-11-2023 12:00:00,22.58157048,88.41002457,19,90,48,50,118,71,8,16,13,11,60,22,10,48,20,12,51,24,6,14,7,71,PM10
West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",20-11-2023 12:00:00,22.556640,88.342674,42,237,123,46,128,93,6,29,10,10,70,29,8,85,23,11,90,50,11,15,13,123,PM2.5
West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",20-11-2023 12:00:00,22.49929,88.36917,33,99,62,49,124,85,4,7,5,8,82,44,11,43,16,9,42,20,6,36,21,85,PM10
West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",20-11-2023 12:00:00,22.627847,88.380669,26,95,48,49,124,77,2,17,12,18,90,28,10,74,32,23,25,24,7,10,8,77,PM10
West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",20-11-2023 12:00:00,22.51106,88.35142,22,129,64,28,94,57,7,10,9,20,100,33,4,75,24,6,73,32,6,13,8,64,PM2.5
West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",20-11-2023 12:00:00,22.5448082,88.3403691,41,179,102,25,494,170,5,9,6,26,73,46,5,89,18,2,19,9,1,2,1,170,PM10
West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",20-11-2023 12:00:00,26.6879226,88.4152495,31,237,75,27,218,109,9,12,11,13,92,43,7,72,19,21,66,41,8,12,10,109,PM10
